1,Pinar de Chamartín,https://en.wikipedia.org/wiki/Pinar_de_Chamart%C3%ADn_(Madrid_Metro),40.4801375,-3.6667999
2,Fuente de la Mora,https://en.wikipedia.org/wiki/Fuente_de_la_Mora_(Madrid_Metro),40.4846851,-3.6631068
3,Virgen del Cortijo,https://en.wikipedia.org/wiki/Virgen_del_Cortijo_(Madrid_Metro),40.487342,-3.6609833
4,Antonio Saura,https://en.wikipedia.org/wiki/Antonio_Saura_(Madrid_Metro),40.4854564,-3.6535315
5,Álvarez de Villaamil,https://en.wikipedia.org/wiki/%C3%81lvarez_de_Villaamil_(Madrid_Metro),40.4890452,-3.6513597
6,Blasco Ibáñez,https://en.wikipedia.org/wiki/Blasco_Ib%C3%A1%C3%B1ez_(Madrid_Metro),40.4936776,-3.6558414
7,María Tudor,https://en.wikipedia.org/wiki/Mar%C3%ADa_Tudor_(Madrid_Metro),40.4971648,-3.6588846
8,Palas del Rey,https://en.wikipedia.org/wiki/Palas_del_Rey_(Madrid_Metro),40.5054357,-3.6650673
9,Las Tablas,https://en.wikipedia.org/wiki/Las_Tablas_(Madrid_Metro),40.5083299,-3.669439
,
