1,1,PDC,0
1,2,BBA,978.921
1,3,CCH,822.981
1,4,AIA,878.787
1,5,VVA,623.833
1,6,TTE,558.366
1,7,EES,886.44
1,8,AAL,483.609
1,9,CCC,416.047
1,10,RRR,661.729
1,11,IIG,887.884
1,12,BBI,777.101
1,13,TTR,364.815
1,14,GVG,758.325
1,15,SSO,432.219
1,16,TDM,548.729
1,17,AMA,492.949
1,18,AAT,778.965
1,19,ARA,405.875
1,20,MPM,821.548
1,21,PPA,670.519
1,22,PDV,678.77
1,23,NNN,561.513
1,24,PPO,618.62
1,25,BAB,464.329
1,26,ADA,838.525
1,27,MHM,591.665
1,28,SDG,1534.71
1,29,VDV,447.159
1,30,CCO,911.382
1,31,LGL,700.06
1,32,LSL,1420.68
1,33,AOS,707.722
2,1,LRL,0
2,2,ADG,832.126
2,3,ASA,1178.05
2,4,LAL,1595
2,5,LEL,1121.43
2,6,VVE,1330.09
2,7,MBM,635.562
2,8,GGO,585.367
2,9,EDA,599.877
2,10,RRE,655.527
2,11,BDE,826.241
2,12,SSE,417.117
2,13,SSO,437.947
2,14,PÓP,564.874
2,15,SDS,408.453
2,16,NNO,437.495
2,17,SBS,617.147
2,18,QQU,444.415
2,19,CCA,634.738
2,20,CCC,1047.66
3,1,VAV,0
3,2,SCS,1836.11
3,3,VBV,1165.56
3,4,CDL,1066.62
3,5,SFS,1274.45
3,6,H1D,635.384
3,7,ALE,1125.38
3,8,LLE,900.35
3,9,DDE,1075.85
3,10,PDL,386.686
3,11,EEM,832.558
3,12,LLA,454.622
3,13,SSO,1040.74
3,14,LAO,457.713
3,15,PDE,599.601
3,16,VRV,618.774
3,17,AAR,498.47
3,18,MMO,648.711
4,1,AAR,0
4,2,SBS,958.571
4,3,BBI,342.349
4,4,AMN,603.242
4,5,OÓN,539.379
4,6,RNO,407.202
4,7,ZQZ,349.607
4,8,GGO,800.655
4,9,LLI,512.067
4,10,DDL,674.922
4,11,AEM,441.376
4,12,PPR,772.749
4,13,AXA,812.098
4,14,ADL,900.581
4,15,TSR,543.274
4,16,SPN,1061.46
4,17,ALS,1090.64
4,18,MDC,732.287
4,19,SLS,628.225
4,20,PDS,618.338
4,21,HHO,714.893
4,22,MMA,978.01
4,23,PDC,539.773
5,1,ADO,0
5,2,ECE,802.249
5,3,LEA,1407.06
5,4,TAT,1076.68
5,5,SSU,989.568
5,6,CLC,1101.08
5,7,PNP,521.219
5,8,QTA,494.782
5,9,ERN,973.36
5,10,VVE,579.852
5,11,DDL,1149.38
5,12,NDB,746.268
5,13,RDR,649.573
5,14,AMN,893.025
5,15,CHU,644.829
5,16,GVG,500.231
5,17,LAO,369.669
5,18,PÓP,416.071
5,19,LLL,850.511
5,20,PDT,599.775
5,21,AAC,783.408
5,22,PPI,860.71
5,23,MDV,770.158
5,24,UUR,953.069
5,25,OOP,847.24
5,26,TEG,793.143
5,27,ARN,487.368
5,28,EDM,724.63
5,29,LUC,910.92
5,30,PAL,735.651
5,31,CAT,579.064
5,32,CDC,1226.36
6,1,LGN,0
6,2,CTA,846.788
6,3,OOP,1039.41
6,4,PEL,786.773
6,5,PEP,536.232
6,6,UUS,1111.73
6,7,LLE,1203.8
6,8,LTO,654.846
6,9,MLM,1012.22
6,10,PPA,749.922
6,11,ODL,825.876
6,12,SDB,993.606
6,13,OO',960.998
6,14,MBM,616.404
6,15,DDL,983.541
6,16,AEM,441.376
6,17,RAR,983.165
6,18,NMN,855.179
6,19,CCC,1072.25
6,20,GEB,778.092
6,21,MME,664.206
6,22,CUC,770.296
6,23,MMO,1227.29
6,24,AAR,648.711
6,25,PPP,1243.12
6,26,PDN,1085.21
6,27,ADE,1192.82
6,28,LLU,883.528
7,1,HDH,0
7,2,HHE,685.103
7,3,JJA,653.567
7,4,SAD,940.183
7,5,RMA,1168.62
7,6,DAA,1246.95
7,7,BDP,760.656
7,8,EME,3175.72
7,9,LML,721.461
7,10,SAL,933.65
7,11,SSI,954.929
7,12,GNG,708.184
7,13,AAS,753.643
7,14,PNP,692.074
7,15,BDL,949.495
7,16,EAD,1022.03
7,17,CAE,855.072
7,18,AEM,451.656
7,19,GMG,1378.01
7,20,ACA,722.524
7,21,CCA,473.129
7,22,IFI,879.108
7,23,GEB,902.618
7,24,FRF,1237.44
7,25,AZZ,1074.29
7,26,NOM,679.006
7,27,PPE,719.297
7,28,LAN,564.102
7,29,LCO,740.415
7,30,ITS,1260.97
8,1,NMN,0
8,2,OLA,1878.96
8,3,PDR,2983.17
8,4,MDC,978.182
8,5,FDM,2166.71
8,6,ATA,4370.65
8,7,BAA,1489.9
8,8,EOP,2201.62
9,1,CUA,0
9,2,MMI,1238.14
9,3,HOH,1138.62
9,4,BPR,1032.02
9,5,NTL,1135.85
9,6,AIA,694.631
9,7,DDP,937.628
9,8,PXP,646.384
9,9,OLA,820.684
9,10,CEC,717.35
9,11,CDR,764.933
9,12,AEM,775.651
9,13,NDB,844.456
9,14,EDA,1225.3
9,15,IIB,594.942
9,16,SDB,884.34
9,17,ETE,843.719
9,18,VVI,856.287
9,19,ATI,1188.5
9,20,PVS,848.78
9,21,EDO,1264.05
9,22,VVO,1288.1
9,23,APA,603.851
9,24,PDA,671.632
9,25,RUR,6200.08
9,26,RFR,3703.64
9,27,RVR,1680.79
9,28,LPL,4183.4
9,29,ADR,3363.9
10,1,HIS,0
10,2,RCR,1596.65
10,3,ATL,1189.06
10,4,MDF,1198.85
10,5,MDL,1455.06
10,6,MAE,1122.36
10,7,LAA,2206.14
10,8,RDL,1525.4
10,9,LTL,1077.97
10,10,TEM,2475.79
10,11,TOT,498.154
10,12,FFU,837.072
10,13,BBE,1851.74
10,14,CCH,1058.39
10,15,AIA,878.787
10,16,CCU,1038.1
10,17,SAA,770.205
10,18,NMN,702.207
10,19,GMG,1027.53
10,20,AMN,1353.24
10,21,TTR,515.804
10,22,PDE,610.968
10,23,PPP,1291.24
10,24,LAG,1531.01
10,25,ATÁ,1935.05
10,26,CDC,927.845
10,27,CJC,1480.27
10,28,AEA,1847.98
10,29,CVC,1014.09
10,30,JVJ,3707.29
10,31,DEL,725.73
11,1,PEP,0
