1,Pinar de Chamartín,https://en.wikipedia.org/wiki/Pinar_de_Chamart%C3%ADn_(Madrid_Metro),40.4801375,-3.6667999
2,Bambú,https://en.wikipedia.org/wiki/Bamb%C3%BA_(Madrid_Metro),40.4768117,-3.6763701
3,Chamartín,https://en.wikipedia.org/wiki/Madrid_Chamart%C3%ADn_railway_station,40.472101,-3.6826857
4,Plaza de Castilla,https://en.wikipedia.org/wiki/Plaza_de_Castilla_(Madrid_Metro),40.4668983,-3.6891989
5,Valdeacederas,https://en.wikipedia.org/wiki/Valdeacederas_(Madrid_Metro),40.4644218,-3.6950594
6,Tetuán,https://en.wikipedia.org/wiki/Tetu%C3%A1n_(Madrid_Metro),40.4605563,-3.6982512
7,Estrecho,https://en.wikipedia.org/wiki/Estrecho_(Madrid_Metro),40.4542836,-3.7030217
8,Alvarado,https://en.wikipedia.org/wiki/Alvarado_(Madrid_Metro),40.4503359,-3.7033108
9,Cuatro Caminos,https://en.wikipedia.org/wiki/Cuatro_Caminos_(Madrid_Metro),40.4469716,-3.7039697
10,Ríos Rosas,https://en.wikipedia.org/wiki/R%C3%ADos_Rosas_(Madrid_Metro),40.4419664,-3.7012714
11,Iglesia,https://en.wikipedia.org/wiki/Iglesia_(Madrid_Metro),40.4349206,-3.6989767
12,Bilbao,https://en.wikipedia.org/wiki/Bilbao_(Madrid_Metro),40.4290543,-3.7021816
13,Tribunal,https://en.wikipedia.org/wiki/Tribunal_(Madrid_Metro),40.426187,-3.7011027
14,Gran Vía,https://en.wikipedia.org/wiki/Gran_V%C3%ADa_(Madrid_Metro),40.4200103,-3.7018052
15,Sol,https://en.wikipedia.org/wiki/Sol_(Madrid_Metro),40.4167635,-3.7036371
16,Tirso de Molina,https://en.wikipedia.org/wiki/Tirso_de_Molina_(Madrid_Metro),40.4123454,-3.70466
17,Antón Martín,https://en.wikipedia.org/wiki/Ant%C3%B3n_Mart%C3%ADn_(Madrid_Metro),40.4124676,-3.6993693
18,Atocha,https://en.wikipedia.org/wiki/Atocha_(Madrid_Metro),40.4088513,-3.6924845
19,Atocha Renfe,https://en.wikipedia.org/wiki/Madrid_Atocha_railway_station,40.406528,-3.689373
20,Menéndez Pelayo,https://en.wikipedia.org/wiki/Men%C3%A9ndez_Pelayo_(Madrid_Metro),40.404451,-3.6809847
21,Pacífico,https://en.wikipedia.org/wiki/Pac%C3%ADfico_(Madrid_Metro),40.40126,-3.6751312
22,Puente de Vallecas,https://en.wikipedia.org/wiki/Puente_de_Vallecas_(Madrid_Metro),40.3981962,-3.6690554
23,Nueva Numancia,https://en.wikipedia.org/wiki/Nueva_Numancia_(Madrid_Metro),40.3955396,-3.6641393
24,Portazgo,https://en.wikipedia.org/wiki/Portazgo_(Madrid_Metro),40.3926609,-3.6586792
25,Buenos Aires,https://en.wikipedia.org/wiki/Buenos_Aires_(Madrid_Metro),40.3915617,-3.6539084
26,Alto del Arenal,https://en.wikipedia.org/wiki/Alto_del_Arenal_(Madrid_Metro),40.3897726,-3.6452194
27,Miguel Hernández,https://en.wikipedia.org/wiki/Miguel_Hern%C3%A1ndez_(Madrid_Metro),40.3873756,-3.6397031
28,Sierra de Guadalupe,https://en.wikipedia.org/wiki/Sierra_de_Guadalupe_(Madrid_Metro),40.3821641,-3.6247187
29,Villa de Vallecas,https://en.wikipedia.org/wiki/Villa_de_Vallecas_(Madrid_Metro),40.3795968,-3.621302
30,Congosto,https://en.wikipedia.org/wiki/Congosto_(Madrid_Metro),40.3723846,-3.6188449
31,La Gavia,https://en.wikipedia.org/wiki/La_Gavia_(Madrid_Metro),40.3692237,-3.6125821
32,Las Suertes,https://en.wikipedia.org/wiki/Las_Suertes_(Madrid_Metro),40.3632247,-3.5995284
33,Valdecarros,https://en.wikipedia.org/wiki/Valdecarros_(Madrid_Metro),40.3600682,-3.5931643
,
