1,Villaverde Alto,https://en.wikipedia.org/wiki/Villaverde_Alto_(Madrid_Metro)
2,San Cristóbal,https://en.wikipedia.org/wiki/San_Crist%C3%B3bal_(Madrid_Metro)
3,Villaverde Bajo-Cruce,https://en.wikipedia.org/wiki/Villaverde_Bajo-Cruce_(Madrid_Metro)
4,Ciudad de los Ángeles,https://en.wikipedia.org/wiki/Ciudad_de_los_%C3%81ngeles_(Madrid_Metro)
5,San Fermín-Orcasur,https://en.wikipedia.org/wiki/San_Ferm%C3%ADn-Orcasur_(Madrid_Metro)
6,Hospital 12 de Octubre,https://en.wikipedia.org/wiki/Hospital_12_de_Octubre_(Madrid_Metro)
7,Almendrales,https://en.wikipedia.org/wiki/Almendrales_(Madrid_Metro)
8,Legazpi,https://en.wikipedia.org/wiki/Legazpi_(Madrid_Metro)
9,Delicias,https://en.wikipedia.org/wiki/Delicias_(Madrid_Metro)
10,Palos de la Frontera,https://en.wikipedia.org/wiki/Palos_de_la_Frontera_(Madrid_Metro)
11,Embajadores,https://en.wikipedia.org/wiki/Acacias-Embajadores_(Madrid_Metro)
12,Lavapiés,https://en.wikipedia.org/wiki/Lavapi%C3%A9s_(Madrid_Metro)
13,Sol,https://en.wikipedia.org/wiki/Sol_(Madrid_Metro)
14,Callao,https://en.wikipedia.org/wiki/Callao_(Madrid_Metro)
15,Plaza de España,https://en.wikipedia.org/wiki/Plaza_de_Espa%C3%B1a-Noviciado_(Madrid_Metro)
16,Ventura Rodríguez,https://en.wikipedia.org/wiki/Ventura_Rodr%C3%ADguez_(Madrid_Metro)
17,Argüelles,https://en.wikipedia.org/wiki/Arg%C3%BCelles_(Madrid_Metro)
18,Moncloa,https://en.wikipedia.org/wiki/Moncloa_(Madrid_Metro)

