1,Puerta del Sur,https://en.wikipedia.org/wiki/Puerta_del_Sur_(Madrid_Metro)
2,Parque Lisboa,https://en.wikipedia.org/wiki/Parque_Lisboa_(Madrid_Metro)
3,Alcorcón Central,https://en.wikipedia.org/wiki/Alcorc%C3%B3n_Central_(Madrid_Metro)
4,Parque Oeste,https://en.wikipedia.org/wiki/Parque_Oeste_(Madrid_Metro)
5,Universidad Rey Juan Carlos,https://en.wikipedia.org/wiki/Universidad_Rey_Juan_Carlos_(Madrid_Metro)
6,Móstoles Central,https://en.wikipedia.org/wiki/M%C3%B3stoles_Central_(Madrid_Metro)
7,Pradillo,https://en.wikipedia.org/wiki/Pradillo_(Madrid_Metro)
8,Hospital de Móstoles,https://en.wikipedia.org/wiki/Hospital_de_M%C3%B3stoles_(Madrid_Metro)
9,Manuela Malasaña,https://en.wikipedia.org/wiki/Manuela_Malasa%C3%B1a_(Madrid_Metro)
10,Loranca,https://en.wikipedia.org/wiki/Loranca_(Madrid_Metro)
11,Hospital de Fuenlabrada,https://en.wikipedia.org/wiki/Hospital_de_Fuenlabrada_(Madrid_Metro)
12,Parque Europa,https://en.wikipedia.org/wiki/Parque_Europa_(Madrid_Metro)
13,Fuenlabrada Central,https://en.wikipedia.org/wiki/Fuenlabrada_Central_(Madrid_Metro)
14,Parque de los Estados,https://en.wikipedia.org/wiki/Parque_de_los_Estados_(Madrid_Metro)
15,Arroyo Culebro,https://en.wikipedia.org/wiki/Arroyo_Culebro_(Madrid_Metro)
16,Conservatorio,https://en.wikipedia.org/wiki/Conservatorio_(Madrid_Metro)
17,Alonso de Mendoza,https://en.wikipedia.org/wiki/Alonso_de_Mendoza_(Madrid_Metro)
18,Getafe Central,https://en.wikipedia.org/wiki/Getafe_Central_(Madrid_Metro)
19,Juan de la Cierva,https://en.wikipedia.org/wiki/Juan_de_la_Cierva_(Madrid_Metro)
20,El Casar,https://en.wikipedia.org/wiki/El_Casar_(Madrid_Metro)
21,Los Espartales,https://en.wikipedia.org/wiki/Los_Espartales_(Madrid_Metro)
22,El Bercial,https://en.wikipedia.org/wiki/El_Bercial_(Madrid_Metro)
23,El Carrascal,https://en.wikipedia.org/wiki/El_Carrascal_(Madrid_Metro)
24,Julián Besteiro,https://en.wikipedia.org/wiki/Juli%C3%A1n_Besteiro_(Madrid_Metro)
25,Casa del Reloj,https://en.wikipedia.org/wiki/Casa_del_Reloj_(Madrid_Metro)
26,Hospital Severo Ochoa,https://en.wikipedia.org/wiki/Hospital_Severo_Ochoa_(Madrid_Metro)
27,Leganés Central,https://en.wikipedia.org/wiki/Legan%C3%A9s_Central_(Madrid_Metro)
28,San Nicasio,https://en.wikipedia.org/wiki/San_Nicasio_(Madrid_Metro)

