1,Hospital del Henares,https://en.wikipedia.org/wiki/Hospital_del_Henares_(Madrid_Metro)
2,Henares,https://en.wikipedia.org/wiki/Henares_(Madrid_Metro)
3,Jarama,https://en.wikipedia.org/wiki/Jarama_(Madrid_Metro)
4,San Fernando,https://en.wikipedia.org/wiki/San_Fernando_(Madrid_Metro)
5,La Rambla,https://en.wikipedia.org/wiki/La_Rambla_(Madrid_Metro)
6,Coslada Central,https://en.wikipedia.org/wiki/Coslada_Central_(Madrid_Metro)
7,Barrio del Puerto,https://en.wikipedia.org/wiki/Barrio_del_Puerto_(Madrid_Metro)
8,Estadio Metropolitano,https://en.wikipedia.org/wiki/Estadio_Metropolitano_(Madrid_Metro)
9,Las Musas,https://en.wikipedia.org/wiki/Las_Musas_(Madrid_Metro)
10,San Blas,https://en.wikipedia.org/wiki/San_Blas_(Madrid_Metro)
11,Simancas,https://en.wikipedia.org/wiki/Simancas_(Madrid_Metro)
12,García Noblejas,https://en.wikipedia.org/wiki/Garc%C3%ADa_Noblejas_(Madrid_Metro)
13,Ascao,https://en.wikipedia.org/wiki/Ascao_(Madrid_Metro)
14,Pueblo Nuevo,https://en.wikipedia.org/wiki/Pueblo_Nuevo_(Madrid_Metro)
15,Barrio de la Concepción,https://en.wikipedia.org/wiki/Barrio_de_la_Concepci%C3%B3n_(Madrid_Metro)
16,Parque de las Avenidas,https://en.wikipedia.org/wiki/Parque_de_las_Avenidas_(Madrid_Metro)
17,Cartagena,https://en.wikipedia.org/wiki/Cartagena_(Madrid_Metro)
18,Avenida de América,https://en.wikipedia.org/wiki/Avenida_de_Am%C3%A9rica_(Madrid_Metro)
19,Gregorio Marañón,https://en.wikipedia.org/wiki/Gregorio_Mara%C3%B1%C3%B3n_(Madrid_Metro)
20,Alonso Cano,https://en.wikipedia.org/wiki/Alonso_Cano_(Madrid_Metro)
21,Canal,https://en.wikipedia.org/wiki/Canal_(Madrid_Metro)
22,Islas Filipinas,https://en.wikipedia.org/wiki/Islas_Filipinas_(Madrid_Metro)
23,Guzmán el Bueno,https://en.wikipedia.org/wiki/Guzm%C3%A1n_el_Bueno_(Madrid_Metro)
24,Francos Rodríguez,https://en.wikipedia.org/wiki/Francos_Rodr%C3%ADguez_(Madrid_Metro)
25,Valdezarza,https://en.wikipedia.org/wiki/Valdezarza_(Madrid_Metro)
26,Antonio Machado,https://en.wikipedia.org/wiki/Antonio_Machado_(Madrid_Metro)
27,Peñagrande,https://en.wikipedia.org/wiki/Pe%C3%B1agrande_(Madrid_Metro)
28,Avenida de la Ilustración,https://en.wikipedia.org/wiki/Avenida_de_la_Ilustraci%C3%B3n_(Madrid_Metro)
29,Lacoma,https://en.wikipedia.org/wiki/Lacoma_(Madrid_Metro)
30,Arroyo del Fresno,https://en.wikipedia.org/wiki/Arroyo_del_Fresno_(Madrid_Metro)
31,Pitis,https://en.wikipedia.org/wiki/Pitis_(Madrid_Metro)

