1,Villaverde Alto,https://en.wikipedia.org/wiki/Villaverde_Alto_(Madrid_Metro),40.34163,-3.712478
2,San Cristóbal,https://en.wikipedia.org/wiki/San_Crist%C3%B3bal_(Madrid_Metro),40.3413659,-3.6927862
3,Villaverde Bajo-Cruce,https://en.wikipedia.org/wiki/Villaverde_Bajo-Cruce_(Madrid_Metro),40.3508945,-3.6926458
4,Ciudad de los Ángeles,https://en.wikipedia.org/wiki/Ciudad_de_los_%C3%81ngeles_(Madrid_Metro),40.3595825,-3.6936297
5,San Fermín-Orcasur,https://en.wikipedia.org/wiki/San_Ferm%C3%ADn-Orcasur_(Madrid_Metro),40.3699938,-3.6941721
6,Hospital 12 de Octubre,https://en.wikipedia.org/wiki/Hospital_12_de_Octubre_(Madrid_Metro),40.3750289,-3.6958492
7,Almendrales,https://en.wikipedia.org/wiki/Almendrales_(Madrid_Metro),40.3840978,-3.6978863
8,Legazpi,https://en.wikipedia.org/wiki/Legazpi_(Madrid_Metro),40.3911507,-3.6951198
9,Delicias,https://en.wikipedia.org/wiki/Delicias_(Madrid_Metro),40.3999161,-3.6941609
10,Palos de la Frontera,https://en.wikipedia.org/wiki/Palos_de_la_Frontera_(Madrid_Metro),40.4030775,-3.6941743
11,Embajadores,https://en.wikipedia.org/wiki/Acacias-Embajadores_(Madrid_Metro),40.4050625,-3.7027244
12,Lavapiés,https://en.wikipedia.org/wiki/Lavapi%C3%A9s_(Madrid_Metro),40.4085124,-3.700908
13,Sol,https://en.wikipedia.org/wiki/Sol_(Madrid_Metro),40.4167635,-3.7036371
14,Callao,https://en.wikipedia.org/wiki/Callao_(Madrid_Metro),40.4201343,-3.7057717
15,Plaza de España,https://en.wikipedia.org/wiki/Plaza_de_Espa%C3%B1a-Noviciado_(Madrid_Metro),40.4248706,-3.7074324
16,Ventura Rodríguez,https://en.wikipedia.org/wiki/Ventura_Rodr%C3%ADguez_(Madrid_Metro),40.4270848,-3.7134076
17,Argüelles,https://en.wikipedia.org/wiki/Arg%C3%BCelles_(Madrid_Metro),40.4306636,-3.7159686
18,Moncloa,https://en.wikipedia.org/wiki/Moncloa_(Madrid_Metro),40.4353828,-3.7191483
,
