1,Laguna,https://en.wikipedia.org/wiki/Laguna_(Madrid_Metro)
2,Carpetana,https://en.wikipedia.org/wiki/Carpetana_(Madrid_Metro)
3,Oporto,https://en.wikipedia.org/wiki/Oporto_(Madrid_Metro)
4,Opañel,https://en.wikipedia.org/wiki/Opa%C3%B1el_(Madrid_Metro)
5,Plaza Elíptica,https://en.wikipedia.org/wiki/Plaza_El%C3%ADptica_(Madrid_Metro)
6,Usera,https://en.wikipedia.org/wiki/Usera_(Madrid_Metro)
7,Legazpi,https://en.wikipedia.org/wiki/Legazpi_(Madrid_Metro)
8,Arganzuela-Planetario,https://en.wikipedia.org/wiki/Arganzuela-Planetario_(Madrid_Metro)
9,Méndez Álvaro,https://en.wikipedia.org/wiki/M%C3%A9ndez_%C3%81lvaro_(Madrid_Metro)
10,Pacífico,https://en.wikipedia.org/wiki/Pac%C3%ADfico_(Madrid_Metro)
11,Conde de Casal,https://en.wikipedia.org/wiki/Conde_de_Casal_(Madrid_Metro)
12,Sainz de Baranda,https://en.wikipedia.org/wiki/Sainz_de_Baranda_(Madrid_Metro)
13,O'Donnell,https://en.wikipedia.org/wiki/O%27Donnell_(Madrid_Metro)
14,Manuel Becerra,https://en.wikipedia.org/wiki/Manuel_Becerra_(Madrid_Metro)
15,Diego de León,https://en.wikipedia.org/wiki/Diego_de_Le%C3%B3n_(Madrid_Metro)
16,Avenida de América,https://en.wikipedia.org/wiki/Avenida_de_Am%C3%A9rica_(Madrid_Metro)
17,República Argentina,https://en.wikipedia.org/wiki/Rep%C3%BAblica_Argentina_(Madrid_Metro)
18,Nuevos Ministerios,https://en.wikipedia.org/wiki/Nuevos_Ministerios_(Madrid_Metro)
19,Cuatro Caminos,https://en.wikipedia.org/wiki/Cuatro_Caminos_(Madrid_Metro)
20,Guzmán el Bueno,https://en.wikipedia.org/wiki/Guzm%C3%A1n_el_Bueno_(Madrid_Metro)
21,Metropolitano,https://en.wikipedia.org/wiki/Metropolitano_(Madrid_Metro)
22,Ciudad Universitaria,https://en.wikipedia.org/wiki/Ciudad_Universitaria_(Madrid_Metro)
23,Moncloa,https://en.wikipedia.org/wiki/Moncloa_(Madrid_Metro)
24,Argüelles,https://en.wikipedia.org/wiki/Arg%C3%BCelles_(Madrid_Metro)
25,Príncipe Pío,https://en.wikipedia.org/wiki/Pr%C3%ADncipe_P%C3%ADo_(Madrid_Metro)
26,Puerta del Ángel,https://en.wikipedia.org/wiki/Puerta_del_%C3%81ngel_(Madrid_Metro)
27,Alto de Extremadura,https://en.wikipedia.org/wiki/Alto_de_Extremadura_(Madrid_Metro)
28,Lucero,https://en.wikipedia.org/wiki/Lucero_(Madrid_Metro)

