#Code,Name,Lat,Lon,SourceURL
PDN,Puerta del Ángel,40.4138996,-3.7272354,https://en.wikipedia.org/wiki/Puerta_del_%C3%81ngel_(Madrid_Metro)
LUC,Aluche,40.3856286,-3.7608513,https://en.wikipedia.org/wiki/Aluche_(Madrid_Metro)
AAB,Abrantes,40.3808314,-3.7279058,https://en.wikipedia.org/wiki/Abrantes_(Madrid_Metro)
CUC,Ciudad Universitaria,40.4435602,-3.7267881,https://en.wikipedia.org/wiki/Ciudad_Universitaria_(Madrid_Metro)
MME,Metropolitano,40.446435,-3.7194254,https://en.wikipedia.org/wiki/Metropolitano_(Madrid_Metro)
LSL,Las Suertes,40.3632247,-3.5995284,https://en.wikipedia.org/wiki/Las_Suertes_(Madrid_Metro)
IIE,Ciudad de la Imagen,40.3970875,-3.7839922,https://en.wikipedia.org/wiki/Ciudad_de_la_Imagen_(Madrid_Metro)
AAC,Acacias,40.4050625,-3.7027244,https://en.wikipedia.org/wiki/Acacias-Embajadores_(Madrid_Metro)
ATA,Aeropuerto T1-T2-T3,40.468647,-3.5696521,https://en.wikipedia.org/wiki/Aeropuerto_T1-T2-T3_(Madrid_Metro)
PDR,Pinar del Rey,40.4679975,-3.6486679,https://en.wikipedia.org/wiki/Pinar_del_Rey_(Madrid_Metro)
BBÉ,Bélgica,40.4305834,-3.8075464,https://en.wikipedia.org/wiki/B%C3%A9lgica_(Madrid_Metro)
OLS,Colonia de los Ángeles,40.4072109,-3.7844041,https://en.wikipedia.org/wiki/Colonia_de_los_%C3%81ngeles_(Madrid_Metro)
PDS,Parque de Santa María,40.4771155,-3.6452396,https://en.wikipedia.org/wiki/Parque_de_Santa_Mar%C3%ADa_(Madrid_Metro)
IIG,Iglesia,40.4349206,-3.6989767,https://en.wikipedia.org/wiki/Iglesia_(Madrid_Metro)
MMI,Mirasierra,40.4910935,-3.7163508,https://en.wikipedia.org/wiki/Mirasierra_(Madrid_Metro)
CDC,Casa de Campo,40.4032414,-3.7610123,https://en.wikipedia.org/wiki/Casa_de_Campo_(Madrid_Metro)
PDT,Puerta de Toledo,40.4068115,-3.7108159,https://en.wikipedia.org/wiki/Puerta_de_Toledo_(Madrid_Metro)
ACA,Alonso Cano,40.4383784,-3.6992483,https://en.wikipedia.org/wiki/Alonso_Cano_(Madrid_Metro)
SAL,San Blas,40.427989,-3.6154635,https://en.wikipedia.org/wiki/San_Blas_(Madrid_Metro)
PDV,Puente de Vallecas,40.3981962,-3.6690554,https://en.wikipedia.org/wiki/Puente_de_Vallecas_(Madrid_Metro)
MMM,Manuela Malasaña,40.3090301,-3.8640212,https://en.wikipedia.org/wiki/Manuela_Malasa%C3%B1a_(Madrid_Metro)
ARN,Carabanchel,40.3878228,-3.7448761,https://en.wikipedia.org/wiki/Carabanchel_(Madrid_Metro)
STL,Los Espartales,40.3242248,-3.7181987,https://en.wikipedia.org/wiki/Los_Espartales_(Madrid_Metro)
RMA,La Rambla,40.4251478,-3.5479247,https://en.wikipedia.org/wiki/La_Rambla_(Madrid_Metro)
ATI,Artilleros,40.4052242,-3.6418076,https://en.wikipedia.org/wiki/Artilleros_(Madrid_Metro)
MMO,Moncloa,40.4353828,-3.7191483,https://en.wikipedia.org/wiki/Moncloa_(Madrid_Metro)
EEM,Embajadores,40.4050625,-3.7027244,https://en.wikipedia.org/wiki/Acacias-Embajadores_(Madrid_Metro)
AAL,Alvarado,40.4503359,-3.7033108,https://en.wikipedia.org/wiki/Alvarado_(Madrid_Metro)
UUR,Urgel,40.3929839,-3.7244253,https://en.wikipedia.org/wiki/Urgel_(Madrid_Metro)
UUS,Usera,40.3870975,-3.7068947,https://en.wikipedia.org/wiki/Usera_(Madrid_Metro)
AEA,Aviación Española,40.3836374,-3.7839189,https://en.wikipedia.org/wiki/Aviaci%C3%B3n_Espa%C3%B1ola_(Madrid_Metro)
ATL,Baunatal,40.554395,-3.6350471,https://en.wikipedia.org/wiki/Baunatal_(Madrid_Metro)
FRF,Francos Rodríguez,40.4564786,-3.7123853,https://en.wikipedia.org/wiki/Francos_Rodr%C3%ADguez_(Madrid_Metro)
CDL,Ciudad de los Ángeles,40.3595825,-3.6936297,https://en.wikipedia.org/wiki/Ciudad_de_los_%C3%81ngeles_(Madrid_Metro)
H1D,Hospital 12 de Octubre,40.3750289,-3.6958492,https://en.wikipedia.org/wiki/Hospital_12_de_Octubre_(Madrid_Metro)
QQU,Quevedo,40.4332213,-3.7043352,https://en.wikipedia.org/wiki/Quevedo_(Madrid_Metro)
FRI,San Francisco,40.3735987,-3.7391002,https://en.wikipedia.org/wiki/San_Francisco_(Madrid_Metro)
JVJ,Joaquín Vilumbrales,40.3498463,-3.8071962,https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Vilumbrales_(Madrid_Metro)
AXA,Alfonso XIII,40.4482482,-3.6679119,https://en.wikipedia.org/wiki/Alfonso_XIII_(Madrid_Metro)
AAR,Argüelles,40.4306636,-3.7159686,https://en.wikipedia.org/wiki/Arg%C3%BCelles_(Madrid_Metro)
EES,Estrecho,40.4542836,-3.7030217,https://en.wikipedia.org/wiki/Estrecho_(Madrid_Metro)
AAS,Ascao,40.4302016,-3.6410544,https://en.wikipedia.org/wiki/Ascao_(Madrid_Metro)
HSO,Hospital Severo Ochoa,40.3217703,-3.767973,https://en.wikipedia.org/wiki/Hospital_Severo_Ochoa_(Madrid_Metro)
LFL,La Fortuna,40.3579576,-3.7778277,https://en.wikipedia.org/wiki/La_Fortuna_(Madrid_Metro)
ZQZ,Velázquez,40.4250344,-3.6829131,https://en.wikipedia.org/wiki/Vel%C3%A1zquez_(Madrid_Metro)
AAT,Atocha,40.4088513,-3.6924845,https://en.wikipedia.org/wiki/Atocha_(Madrid_Metro)
CDR,Cruz del Rayo,40.4442694,-3.6782139,https://en.wikipedia.org/wiki/Cruz_del_Rayo_(Madrid_Metro)
CDS,Campus de Somosaguas,40.4333803,-3.7952478,https://en.wikipedia.org/wiki/Campus_de_Somosaguas_(Madrid_Metro)
HDF,Hospital de Fuenlabrada,40.2857533,-3.816422,https://en.wikipedia.org/wiki/Hospital_de_Fuenlabrada_(Madrid_Metro)
ATÁ,Batán,40.4078602,-3.7531099,https://en.wikipedia.org/wiki/Bat%C3%A1n_(Madrid_Metro)
SCS,San Cristóbal,40.3413659,-3.6927862,https://en.wikipedia.org/wiki/San_Crist%C3%B3bal_(Madrid_Metro)
LDV,Álvarez de Villaamil,40.4890452,-3.6513597,https://en.wikipedia.org/wiki/%C3%81lvarez_de_Villaamil_(Madrid_Metro)
HDH,Hospital del Henares,40.4176066,-3.5345323,https://en.wikipedia.org/wiki/Hospital_del_Henares_(Madrid_Metro)
MOU,Somosaguas Centro,40.4193653,-3.798737,https://en.wikipedia.org/wiki/Somosaguas_Centro_(Madrid_Metro)
FCF,Fuenlabrada Central,40.2826772,-3.7989045,https://en.wikipedia.org/wiki/Fuenlabrada_Central_(Madrid_Metro)
CJC,Colonia Jardín,40.3969795,-3.7746114,https://en.wikipedia.org/wiki/Colonia_Jard%C3%ADn_(Madrid_Metro)
AEM,Avenida de América,40.438035,-3.6766893,https://en.wikipedia.org/wiki/Avenida_de_Am%C3%A9rica_(Madrid_Metro)
AEO,Casa del Reloj,40.3266015,-3.759423,https://en.wikipedia.org/wiki/Casa_del_Reloj_(Madrid_Metro)
HDM,Hospital de Móstoles,40.3165265,-3.874709,https://en.wikipedia.org/wiki/Hospital_de_M%C3%B3stoles_(Madrid_Metro)
BAA,Barajas,40.4758011,-3.5826118,https://en.wikipedia.org/wiki/Barajas_(Madrid_Metro)
PPA,Pacífico,40.40126,-3.6751312,https://en.wikipedia.org/wiki/Pac%C3%ADfico_(Madrid_Metro)
AIA,Plaza de Castilla,40.4668983,-3.6891989,https://en.wikipedia.org/wiki/Plaza_de_Castilla_(Madrid_Metro)
VDC,Virgen del Cortijo,40.487342,-3.6609833,https://en.wikipedia.org/wiki/Virgen_del_Cortijo_(Madrid_Metro)
PLP,Parque Lisboa,40.3496848,-3.8211949,https://en.wikipedia.org/wiki/Parque_Lisboa_(Madrid_Metro)
GNG,García Noblejas,40.4284244,-3.633304,https://en.wikipedia.org/wiki/Garc%C3%ADa_Noblejas_(Madrid_Metro)
LLA,Lavapiés,40.4085124,-3.700908,https://en.wikipedia.org/wiki/Lavapi%C3%A9s_(Madrid_Metro)
BAB,Buenos Aires,40.3915617,-3.6539084,https://en.wikipedia.org/wiki/Buenos_Aires_(Madrid_Metro)
SXS,Siglo XXI,40.4051294,-3.8926349,https://en.wikipedia.org/wiki/Siglo_XXI_(Madrid_Metro)
EME,Estadio Metropolitano,40.4333937,-3.6001502,https://en.wikipedia.org/wiki/Estadio_Metropolitano_(Madrid_Metro)
MDC,Mar de Cristal,40.4694241,-3.6383243,https://en.wikipedia.org/wiki/Mar_de_Cristal_(Madrid_Metro)
TTE,Tetuán,40.4605563,-3.6982512,https://en.wikipedia.org/wiki/Tetu%C3%A1n_(Madrid_Metro)
PPE,Peñagrande,40.4759259,-3.715823,https://en.wikipedia.org/wiki/Pe%C3%B1agrande_(Madrid_Metro)
DDC,Ciudad del Cine,40.394549,-3.795569,https://en.wikipedia.org/wiki/Ciudad_del_Cine_(Madrid_Metro)
CLC,Ciudad Lineal,40.4380469,-3.638159,https://en.wikipedia.org/wiki/Ciudad_Lineal_(Madrid_Metro)
LLE,Legazpi,40.3911507,-3.6951198,https://en.wikipedia.org/wiki/Legazpi_(Madrid_Metro)
ÓNC,Estación de Aravaca,40.4483271,-3.7859073,https://en.wikipedia.org/wiki/Estaci%C3%B3n_de_Aravaca_(Madrid_Metro)
MDF,Manuel de Falla,40.5504843,-3.6468756,https://en.wikipedia.org/wiki/Manuel_de_Falla_(Madrid_Metro)
BPR,Barrio del Pilar,40.4768864,-3.7031628,https://en.wikipedia.org/wiki/Barrio_del_Pilar_(Madrid_Metro)
HHE,Henares,40.4177664,-3.5271783,https://en.wikipedia.org/wiki/Henares_(Madrid_Metro)
OO',O'Donnell,40.4228927,-3.6685926,https://en.wikipedia.org/wiki/O%27Donnell_(Madrid_Metro)
MBM,Manuel Becerra,40.4279069,-3.6692552,https://en.wikipedia.org/wiki/Manuel_Becerra_(Madrid_Metro)
TRP,Montepríncipe,40.3979232,-3.8358023,https://en.wikipedia.org/wiki/Montepr%C3%ADncipe_(Madrid_Metro)
JIJ,José Isbert,40.3952543,-3.7899332,https://en.wikipedia.org/wiki/Jos%C3%A9_Isbert_(Madrid_Metro)
DDE,Delicias,40.3999161,-3.6941609,https://en.wikipedia.org/wiki/Delicias_(Madrid_Metro)
BCB,Boadilla Centro,40.407161,-3.8800414,https://en.wikipedia.org/wiki/Boadilla_Centro_(Madrid_Metro)
OEL,Prado de la Vega,40.4022955,-3.7812125,https://en.wikipedia.org/wiki/Prado_de_la_Vega_(Madrid_Metro)
PPI,Pirámides,40.4026015,-3.7113817,https://en.wikipedia.org/wiki/Pir%C3%A1mides_(Madrid_Metro)
PNP,Pueblo Nuevo,40.4356962,-3.6428288,https://en.wikipedia.org/wiki/Pueblo_Nuevo_(Madrid_Metro)
SIN,Prado del Espino,40.3950165,-3.8477379,https://en.wikipedia.org/wiki/Prado_del_Espino_(Madrid_Metro)
BRN,Berna,40.4448676,-3.7911969,https://en.wikipedia.org/wiki/Berna_(Madrid_Metro)
IOS,Antonio Saura,40.4854564,-3.6535315,https://en.wikipedia.org/wiki/Antonio_Saura_(Madrid_Metro)
CHU,Chueca,40.4226162,-3.6976649,https://en.wikipedia.org/wiki/Chueca_(Madrid_Metro)
LLI,Lista,40.4291685,-3.6754098,https://en.wikipedia.org/wiki/Lista_(Madrid_Metro)
NMN,Nuevos Ministerios,40.4466221,-3.6924595,https://en.wikipedia.org/wiki/Nuevos_Ministerios_(Madrid_Metro)
MDL,Marqués de la Valdavia,40.5410236,-3.6373849,https://en.wikipedia.org/wiki/Marqu%C3%A9s_de_la_Valdavia_(Madrid_Metro)
LLL,La Latina,40.411279,-3.7081611,https://en.wikipedia.org/wiki/La_Latina_(Madrid_Metro)
VBV,Villaverde Bajo-Cruce,40.3508945,-3.6926458,https://en.wikipedia.org/wiki/Villaverde_Bajo-Cruce_(Madrid_Metro)
PAD,Prado del Rey,40.4104693,-3.7874826,https://en.wikipedia.org/wiki/Prado_del_Rey_(Madrid_Metro)
DDL,Diego de León,40.4346757,-3.6749579,https://en.wikipedia.org/wiki/Diego_de_Le%C3%B3n_(Madrid_Metro)
AMA,Antón Martín,40.4124676,-3.6993693,https://en.wikipedia.org/wiki/Ant%C3%B3n_Mart%C3%ADn_(Madrid_Metro)
PPO,Portazgo,40.3926609,-3.6586792,https://en.wikipedia.org/wiki/Portazgo_(Madrid_Metro)
LLO,Loranca,40.2968089,-3.8376865,https://en.wikipedia.org/wiki/Loranca_(Madrid_Metro)
PPP,Príncipe Pío,40.4210681,-3.7203687,https://en.wikipedia.org/wiki/Pr%C3%ADncipe_P%C3%ADo_(Madrid_Metro)
TAT,Torre Arias,40.4437467,-3.6169981,https://en.wikipedia.org/wiki/Torre_Arias_(Madrid_Metro)
NOM,Antonio Machado,40.4702206,-3.7176971,https://en.wikipedia.org/wiki/Antonio_Machado_(Madrid_Metro)
TEG,Vista Alegre,40.3888466,-3.7398204,https://en.wikipedia.org/wiki/Vista_Alegre_(Madrid_Metro)
HHO,Hortaleza,40.4753716,-3.6525732,https://en.wikipedia.org/wiki/Hortaleza_(Madrid_Metro)
TTR,Tribunal,40.426187,-3.7011027,https://en.wikipedia.org/wiki/Tribunal_(Madrid_Metro)
PPR,Prosperidad,40.4441899,-3.6748168,https://en.wikipedia.org/wiki/Prosperidad_(Madrid_Metro)
CNI,Cantabria,40.3952897,-3.8643908,https://en.wikipedia.org/wiki/Cantabria_(Madrid_Metro)
DDP,Duque de Pastrana,40.4676242,-3.679168,https://en.wikipedia.org/wiki/Duque_de_Pastrana_(Madrid_Metro)
VDV,Villa de Vallecas,40.3795968,-3.621302,https://en.wikipedia.org/wiki/Villa_de_Vallecas_(Madrid_Metro)
EOP,Aeropuerto T4,40.4917613,-3.5935537,https://en.wikipedia.org/wiki/Aeropuerto_T4_(Madrid_Metro)
AZZ,Valdezarza,40.4648258,-3.7159766,https://en.wikipedia.org/wiki/Valdezarza_(Madrid_Metro)
LLU,Lucero,40.4047855,-3.7455976,https://en.wikipedia.org/wiki/Lucero_(Madrid_Metro)
TEM,Montecarmelo,40.5052554,-3.6957517,https://en.wikipedia.org/wiki/Montecarmelo_(Madrid_Metro)
PAL,Empalme,40.3905726,-3.7653479,https://en.wikipedia.org/wiki/Empalme_(Madrid_Metro)
MDV,Marqués de Vadillo,40.3973571,-3.7159575,https://en.wikipedia.org/wiki/Marqu%C3%A9s_de_Vadillo_(Madrid_Metro)
ESE,La Peseta,40.3642223,-3.7569,https://en.wikipedia.org/wiki/La_Peseta_(Madrid_Metro)
RYB,Arroyo Culebro,40.2887434,-3.7568226,https://en.wikipedia.org/wiki/Arroyo_Culebro_(Madrid_Metro)
RDL,Ronda de la Comunicación,40.5155389,-3.6627708,https://en.wikipedia.org/wiki/Ronda_de_la_Comunicaci%C3%B3n_(Madrid_Metro)
GCG,Getafe Central,40.3099271,-3.7340288,https://en.wikipedia.org/wiki/Getafe_Central_(Madrid_Metro)
LAA,La Granja,40.5275987,-3.6585919,https://en.wikipedia.org/wiki/La_Granja_(Madrid_Metro)
LPL,La Poveda,40.3190157,-3.4774474,https://en.wikipedia.org/wiki/La_Poveda_(Madrid_Metro)
IDL,Infante Don Luís,40.4059483,-3.8974068,https://en.wikipedia.org/wiki/Infante_Don_Lu%C3%ADs_(Madrid_Metro)
RUR,Rivas Urbanizaciones,40.3667715,-3.5472758,https://en.wikipedia.org/wiki/Rivas_Urbanizaciones_(Madrid_Metro)
AMN,Alonso Martínez,40.4277226,-3.6959433,https://en.wikipedia.org/wiki/Alonso_Mart%C3%ADnez_(Madrid_Metro)
MHM,Miguel Hernández,40.3873756,-3.6397031,https://en.wikipedia.org/wiki/Miguel_Hern%C3%A1ndez_(Madrid_Metro)
EBE,El Bercial,40.3290724,-3.7296332,https://en.wikipedia.org/wiki/El_Bercial_(Madrid_Metro)
GEB,Guzmán el Bueno,40.446362,-3.7122904,https://en.wikipedia.org/wiki/Guzm%C3%A1n_el_Bueno_(Madrid_Metro)
BIB,Blasco Ibáñez,40.4936776,-3.6558414,https://en.wikipedia.org/wiki/Blasco_Ib%C3%A1%C3%B1ez_(Madrid_Metro)
URJ,Universidad Rey Juan Carlos,40.3351225,-3.8721822,https://en.wikipedia.org/wiki/Universidad_Rey_Juan_Carlos_(Madrid_Metro)
GVG,Gran Vía,40.4200103,-3.7018052,https://en.wikipedia.org/wiki/Gran_V%C3%ADa_(Madrid_Metro)
LAE,Palas del Rey,40.5054357,-3.6650673,https://en.wikipedia.org/wiki/Palas_del_Rey_(Madrid_Metro)
CAC,Carabanchel Alto,40.3719641,-3.751764,https://en.wikipedia.org/wiki/Carabanchel_Alto_(Madrid_Metro)
NDB,Núñez de Balboa,40.4327842,-3.6825787,https://en.wikipedia.org/wiki/N%C3%BA%C3%B1ez_de_Balboa_(Madrid_Metro)
PAU,Parque Europa,40.2851754,-3.8063216,https://en.wikipedia.org/wiki/Parque_Europa_(Madrid_Metro)
IFI,Islas Filipinas,40.4390648,-3.7137345,https://en.wikipedia.org/wiki/Islas_Filipinas_(Madrid_Metro)
CTA,Carpetana,40.392704,-3.7409937,https://en.wikipedia.org/wiki/Carpetana_(Madrid_Metro)
RDR,Rubén Darío,40.4331574,-3.6895385,https://en.wikipedia.org/wiki/Rub%C3%A9n_Dar%C3%ADo_(Madrid_Metro)
EDA,Príncipe de Vergara,40.4229427,-3.6801218,https://en.wikipedia.org/wiki/Pr%C3%ADncipe_de_Vergara_(Madrid_Metro)
LAG,Lago,40.4164141,-3.7356311,https://en.wikipedia.org/wiki/Lago_(Madrid_Metro)
CAE,Cartagena,40.4393407,-3.6721511,https://en.wikipedia.org/wiki/Cartagena_(Madrid_Metro)
LRL,Las Rosas,40.4237466,-3.6033063,https://en.wikipedia.org/wiki/Las_Rosas_(Madrid_Metro)
CCA,Canal,40.4384107,-3.7043304,https://en.wikipedia.org/wiki/Canal_(Madrid_Metro)
SSE,Sevilla,40.418054,-3.6992503,https://en.wikipedia.org/wiki/Sevilla_(Madrid_Metro)
ASA,Alsacia,40.4182882,-3.6235082,https://en.wikipedia.org/wiki/Alsacia_(Madrid_Metro)
PEL,Opañel,40.3869075,-3.7231287,https://en.wikipedia.org/wiki/Opa%C3%B1el_(Madrid_Metro)
CCC,Cuatro Caminos,40.4469716,-3.7039697,https://en.wikipedia.org/wiki/Cuatro_Caminos_(Madrid_Metro)
LAL,La Almudena,40.4236175,-3.6391412,https://en.wikipedia.org/wiki/La_Almudena_(Madrid_Metro)
RFR,Rivas Futura,40.3416956,-3.525004,https://en.wikipedia.org/wiki/Rivas_Futura_(Madrid_Metro)
PVS,Pavones,40.4005126,-3.6351174,https://en.wikipedia.org/wiki/Pavones_(Madrid_Metro)
LAN,Avenida de la Ilustración,40.4800991,-3.7184039,https://en.wikipedia.org/wiki/Avenida_de_la_Ilustraci%C3%B3n_(Madrid_Metro)
SSI,Simancas,40.4279879,-3.6257196,https://en.wikipedia.org/wiki/Simancas_(Madrid_Metro)
AOS,Valdecarros,40.3600682,-3.5931643,https://en.wikipedia.org/wiki/Valdecarros_(Madrid_Metro)
CVC,Cuatro Vientos,40.3777027,-3.791519,https://en.wikipedia.org/wiki/Cuatro_Vientos_(Madrid_Metro)
LTL,Las Tablas,40.5083299,-3.669439,https://en.wikipedia.org/wiki/Las_Tablas_(Madrid_Metro)
PEP,Plaza Elíptica,40.3844911,-3.7183263,https://en.wikipedia.org/wiki/Plaza_El%C3%ADptica_(Madrid_Metro)
LEA,Canillejas,40.449424,-3.6081585,https://en.wikipedia.org/wiki/Canillejas_(Madrid_Metro)
LAO,Callao,40.4201343,-3.7057717,https://en.wikipedia.org/wiki/Callao_(Madrid_Metro)
MLM,Méndez Álvaro,40.3956,-3.678226,https://en.wikipedia.org/wiki/M%C3%A9ndez_%C3%81lvaro_(Madrid_Metro)
QTA,Quintana,40.4335811,-3.647359,https://en.wikipedia.org/wiki/Quintana_(Madrid_Metro)
CCH,Chamartín,40.472101,-3.6826857,https://en.wikipedia.org/wiki/Madrid_Chamart%C3%ADn_railway_station
LAR,El Carrascal,40.3366362,-3.7401807,https://en.wikipedia.org/wiki/El_Carrascal_(Madrid_Metro)
PXP,Pío XII,40.4630043,-3.6757954,https://en.wikipedia.org/wiki/P%C3%ADo_XII_(Madrid_Metro)
SDB,Sainz de Baranda,40.4150675,-3.6695171,https://en.wikipedia.org/wiki/Sainz_de_Baranda_(Madrid_Metro)
LTO,Arganzuela-Planetario,40.3931948,-3.6886229,https://en.wikipedia.org/wiki/Arganzuela-Planetario_(Madrid_Metro)
EDM,Eugenia de Montijo,40.3843858,-3.7512112,https://en.wikipedia.org/wiki/Eugenia_de_Montijo_(Madrid_Metro)
LCL,Leganés Central,40.3289809,-3.771539,https://en.wikipedia.org/wiki/Legan%C3%A9s_Central_(Madrid_Metro)
CEC,Concha Espina,40.4505065,-3.6776132,https://en.wikipedia.org/wiki/Concha_Espina_(Madrid_Metro)
CAR,El Casar,40.3184662,-3.7098354,https://en.wikipedia.org/wiki/El_Casar_(Madrid_Metro)
EDO,Valdebernardo,40.4000462,-3.6215607,https://en.wikipedia.org/wiki/Valdebernardo_(Madrid_Metro)
SSO,Sol,40.4167635,-3.7036371,https://en.wikipedia.org/wiki/Sol_(Madrid_Metro)
JBJ,Julián Besteiro,40.3347449,-3.7526625,https://en.wikipedia.org/wiki/Juli%C3%A1n_Besteiro_(Madrid_Metro)
ADA,Alto del Arenal,40.3897726,-3.6452194,https://en.wikipedia.org/wiki/Alto_del_Arenal_(Madrid_Metro)
LCO,Lacoma,40.4850161,-3.723046,https://en.wikipedia.org/wiki/Lacoma_(Madrid_Metro)
CAT,Campamento,40.3948064,-3.7681294,https://en.wikipedia.org/wiki/Campamento_(Madrid_Metro)
OOP,Oporto,40.3884681,-3.7313214,https://en.wikipedia.org/wiki/Oporto_(Madrid_Metro)
PÓP,Ópera,40.4181665,-3.7094163,https://en.wikipedia.org/wiki/%C3%93pera_(Madrid_Metro)
GGO,Goya,40.4250659,-3.6743144,https://en.wikipedia.org/wiki/Goya_(Madrid_Metro)
SDG,Sierra de Guadalupe,40.3821641,-3.6247187,https://en.wikipedia.org/wiki/Sierra_de_Guadalupe_(Madrid_Metro)
SSS,Somosaguas Sur,40.4153629,-3.7925254,https://en.wikipedia.org/wiki/Somosaguas_Sur_(Madrid_Metro)
CCO,Congosto,40.3723846,-3.6188449,https://en.wikipedia.org/wiki/Congosto_(Madrid_Metro)
ADE,Alto de Extremadura,40.4099246,-3.7389312,https://en.wikipedia.org/wiki/Alto_de_Extremadura_(Madrid_Metro)
#ADF,Arroyo del Fresno,,,https://en.wikipedia.org/wiki/Arroyo_del_Fresno_(Madrid_Metro)
SSU,Suanzes,40.4407959,-3.6268962,https://en.wikipedia.org/wiki/Suanzes_(Madrid_Metro)
