#LineNum,StopNum,SST,StationName,SourceURL,Lat,Lon
1,1,PDC,Pinar de Chamartín,https://en.wikipedia.org/wiki/Pinar_de_Chamart%C3%ADn_(Madrid_Metro),40.4801375,-3.6667999
1,2,BBA,Bambú,https://en.wikipedia.org/wiki/Bamb%C3%BA_(Madrid_Metro),40.4768117,-3.6763701
1,3,CCH,Chamartín,https://en.wikipedia.org/wiki/Madrid_Chamart%C3%ADn_railway_station,40.472101,-3.6826857
1,4,AIA,Plaza de Castilla,https://en.wikipedia.org/wiki/Plaza_de_Castilla_(Madrid_Metro),40.4668983,-3.6891989
1,5,VVA,Valdeacederas,https://en.wikipedia.org/wiki/Valdeacederas_(Madrid_Metro),40.4644218,-3.6950594
1,6,TTE,Tetuán,https://en.wikipedia.org/wiki/Tetu%C3%A1n_(Madrid_Metro),40.4605563,-3.6982512
1,7,EES,Estrecho,https://en.wikipedia.org/wiki/Estrecho_(Madrid_Metro),40.4542836,-3.7030217
1,8,AAL,Alvarado,https://en.wikipedia.org/wiki/Alvarado_(Madrid_Metro),40.4503359,-3.7033108
1,9,CCC,Cuatro Caminos,https://en.wikipedia.org/wiki/Cuatro_Caminos_(Madrid_Metro),40.4469716,-3.7039697
1,10,RRR,Ríos Rosas,https://en.wikipedia.org/wiki/R%C3%ADos_Rosas_(Madrid_Metro),40.4419664,-3.7012714
1,11,IIG,Iglesia,https://en.wikipedia.org/wiki/Iglesia_(Madrid_Metro),40.4349206,-3.6989767
1,12,BBI,Bilbao,https://en.wikipedia.org/wiki/Bilbao_(Madrid_Metro),40.4290543,-3.7021816
1,13,TTR,Tribunal,https://en.wikipedia.org/wiki/Tribunal_(Madrid_Metro),40.426187,-3.7011027
1,14,GVG,Gran Vía,https://en.wikipedia.org/wiki/Gran_V%C3%ADa_(Madrid_Metro),40.4200103,-3.7018052
1,15,SSO,Sol,https://en.wikipedia.org/wiki/Sol_(Madrid_Metro),40.4167635,-3.7036371
1,16,TDM,Tirso de Molina,https://en.wikipedia.org/wiki/Tirso_de_Molina_(Madrid_Metro),40.4123454,-3.70466
1,17,AMA,Antón Martín,https://en.wikipedia.org/wiki/Ant%C3%B3n_Mart%C3%ADn_(Madrid_Metro),40.4124676,-3.6993693
1,18,AAT,Atocha,https://en.wikipedia.org/wiki/Atocha_(Madrid_Metro),40.4088513,-3.6924845
1,19,ARA,Atocha Renfe,https://en.wikipedia.org/wiki/Madrid_Atocha_railway_station,40.406528,-3.689373
1,20,MPM,Menéndez Pelayo,https://en.wikipedia.org/wiki/Men%C3%A9ndez_Pelayo_(Madrid_Metro),40.404451,-3.6809847
1,21,PPA,Pacífico,https://en.wikipedia.org/wiki/Pac%C3%ADfico_(Madrid_Metro),40.40126,-3.6751312
1,22,PDV,Puente de Vallecas,https://en.wikipedia.org/wiki/Puente_de_Vallecas_(Madrid_Metro),40.3981962,-3.6690554
1,23,NNN,Nueva Numancia,https://en.wikipedia.org/wiki/Nueva_Numancia_(Madrid_Metro),40.3955396,-3.6641393
1,24,PPO,Portazgo,https://en.wikipedia.org/wiki/Portazgo_(Madrid_Metro),40.3926609,-3.6586792
1,25,BAB,Buenos Aires,https://en.wikipedia.org/wiki/Buenos_Aires_(Madrid_Metro),40.3915617,-3.6539084
1,26,ADA,Alto del Arenal,https://en.wikipedia.org/wiki/Alto_del_Arenal_(Madrid_Metro),40.3897726,-3.6452194
1,27,MHM,Miguel Hernández,https://en.wikipedia.org/wiki/Miguel_Hern%C3%A1ndez_(Madrid_Metro),40.3873756,-3.6397031
