1,Laguna,https://en.wikipedia.org/wiki/Laguna_(Madrid_Metro),40.399176,-3.7442212
2,Carpetana,https://en.wikipedia.org/wiki/Carpetana_(Madrid_Metro),40.392704,-3.7409937
3,Oporto,https://en.wikipedia.org/wiki/Oporto_(Madrid_Metro),40.3884681,-3.7313214
4,Opañel,https://en.wikipedia.org/wiki/Opa%C3%B1el_(Madrid_Metro),40.3869075,-3.7231287
5,Plaza Elíptica,https://en.wikipedia.org/wiki/Plaza_El%C3%ADptica_(Madrid_Metro),40.3844911,-3.7183263
6,Usera,https://en.wikipedia.org/wiki/Usera_(Madrid_Metro),40.3870975,-3.7068947
7,Legazpi,https://en.wikipedia.org/wiki/Legazpi_(Madrid_Metro),40.3911507,-3.6951198
8,Arganzuela-Planetario,https://en.wikipedia.org/wiki/Arganzuela-Planetario_(Madrid_Metro),40.3931948,-3.6886229
9,Méndez Álvaro,https://en.wikipedia.org/wiki/M%C3%A9ndez_%C3%81lvaro_(Madrid_Metro),40.3956,-3.678226
10,Pacífico,https://en.wikipedia.org/wiki/Pac%C3%ADfico_(Madrid_Metro),40.40126,-3.6751312
11,Conde de Casal,https://en.wikipedia.org/wiki/Conde_de_Casal_(Madrid_Metro),40.4069722,-3.6704034
12,Sainz de Baranda,https://en.wikipedia.org/wiki/Sainz_de_Baranda_(Madrid_Metro),40.4150675,-3.6695171
13,O'Donnell,https://en.wikipedia.org/wiki/O%27Donnell_(Madrid_Metro),40.4228927,-3.6685926
14,Manuel Becerra,https://en.wikipedia.org/wiki/Manuel_Becerra_(Madrid_Metro),40.4279069,-3.6692552
15,Diego de León,https://en.wikipedia.org/wiki/Diego_de_Le%C3%B3n_(Madrid_Metro),40.4346757,-3.6749579
16,Avenida de América,https://en.wikipedia.org/wiki/Avenida_de_Am%C3%A9rica_(Madrid_Metro),40.438035,-3.6766893
17,República Argentina,https://en.wikipedia.org/wiki/Rep%C3%BAblica_Argentina_(Madrid_Metro),40.4437935,-3.6840578
18,Nuevos Ministerios,https://en.wikipedia.org/wiki/Nuevos_Ministerios_(Madrid_Metro),40.4466221,-3.6924595
19,Cuatro Caminos,https://en.wikipedia.org/wiki/Cuatro_Caminos_(Madrid_Metro),40.4469716,-3.7039697
20,Guzmán el Bueno,https://en.wikipedia.org/wiki/Guzm%C3%A1n_el_Bueno_(Madrid_Metro),40.446362,-3.7122904
21,Metropolitano,https://en.wikipedia.org/wiki/Metropolitano_(Madrid_Metro),40.446435,-3.7194254
22,Ciudad Universitaria,https://en.wikipedia.org/wiki/Ciudad_Universitaria_(Madrid_Metro),40.4435602,-3.7267881
23,Moncloa,https://en.wikipedia.org/wiki/Moncloa_(Madrid_Metro),40.4353828,-3.7191483
24,Argüelles,https://en.wikipedia.org/wiki/Arg%C3%BCelles_(Madrid_Metro),40.4306636,-3.7159686
25,Príncipe Pío,https://en.wikipedia.org/wiki/Pr%C3%ADncipe_P%C3%ADo_(Madrid_Metro),40.4210681,-3.7203687
26,Puerta del Ángel,https://en.wikipedia.org/wiki/Puerta_del_%C3%81ngel_(Madrid_Metro),40.4138996,-3.7272354
27,Alto de Extremadura,https://en.wikipedia.org/wiki/Alto_de_Extremadura_(Madrid_Metro),40.4099246,-3.7389312
28,Lucero,https://en.wikipedia.org/wiki/Lucero_(Madrid_Metro),40.4047855,-3.7455976
,
