1,Colonia Jardín,https://en.wikipedia.org/wiki/Colonia_Jard%C3%ADn_(Madrid_Metro)
2,Prado de la Vega,https://en.wikipedia.org/wiki/Prado_de_la_Vega_(Madrid_Metro)
3,Colonia de los Ángeles,https://en.wikipedia.org/wiki/Colonia_de_los_%C3%81ngeles_(Madrid_Metro)
4,Prado del Rey,https://en.wikipedia.org/wiki/Prado_del_Rey_(Madrid_Metro)
5,Somosaguas Sur,https://en.wikipedia.org/wiki/Somosaguas_Sur_(Madrid_Metro)
6,Somosaguas Centro,https://en.wikipedia.org/wiki/Somosaguas_Centro_(Madrid_Metro)
7,Pozuelo Oeste,https://en.wikipedia.org/wiki/Pozuelo_Oeste_(Madrid_Metro)
8,Bélgica,https://en.wikipedia.org/wiki/B%C3%A9lgica_(Madrid_Metro)
9,Dos Castillas,https://en.wikipedia.org/wiki/Dos_Castillas_(Madrid_Metro)
10,Campus de Somosaguas,https://en.wikipedia.org/wiki/Campus_de_Somosaguas_(Madrid_Metro)
11,Avenida de Europa,https://en.wikipedia.org/wiki/Avenida_de_Europa_(Madrid_Metro)
12,Berna,https://en.wikipedia.org/wiki/Berna_(Madrid_Metro)
13,Estación de Aravaca,https://en.wikipedia.org/wiki/Estaci%C3%B3n_de_Aravaca_(Madrid_Metro)

