1,Colonia Jardín,https://en.wikipedia.org/wiki/Colonia_Jard%C3%ADn_(Madrid_Metro)
2,Ciudad de la Imagen,https://en.wikipedia.org/wiki/Ciudad_de_la_Imagen_(Madrid_Metro)
3,José Isbert,https://en.wikipedia.org/wiki/Jos%C3%A9_Isbert_(Madrid_Metro)
4,Ciudad del Cine,https://en.wikipedia.org/wiki/Ciudad_del_Cine_(Madrid_Metro)
5,Cocheras,https://en.wikipedia.org/wiki/Cocheras_(Madrid_Metro)
6,Retamares,https://en.wikipedia.org/wiki/Retamares_(Madrid_Metro)
7,Montepríncipe,https://en.wikipedia.org/wiki/Montepr%C3%ADncipe_(Madrid_Metro)
8,Ventorro del Cano,https://en.wikipedia.org/wiki/Ventorro_del_Cano_(Madrid_Metro)
9,Prado del Espino,https://en.wikipedia.org/wiki/Prado_del_Espino_(Madrid_Metro)
10,Cantabria,https://en.wikipedia.org/wiki/Cantabria_(Madrid_Metro)
11,Ferial del Boradilla,https://en.wikipedia.org/wiki/Ferial_del_Boradilla_(Madrid_Metro)
12,Boadilla Centro,https://en.wikipedia.org/wiki/Boadilla_Centro_(Madrid_Metro)
13,Nuevo Mundo,https://en.wikipedia.org/wiki/Nuevo_Mundo_(Madrid_Metro)
14,Siglo XXI,https://en.wikipedia.org/wiki/Siglo_XXI_(Madrid_Metro)
15,Infante Don Luís,https://en.wikipedia.org/wiki/Infante_Don_Lu%C3%ADs_(Madrid_Metro)
16,Puerta de Boadilla,https://en.wikipedia.org/wiki/Puerta_de_Boadilla_(Madrid_Metro)

