1,Hospital Infanta Sofía,https://en.wikipedia.org/wiki/Hospital_Infanta_Sof%C3%ADa_(Madrid_Metro)
2,Reyes Católicos,https://en.wikipedia.org/wiki/Reyes_Cat%C3%B3licos_(Madrid_Metro)
3,Baunatal,https://en.wikipedia.org/wiki/Baunatal_(Madrid_Metro)
4,Manuel de Falla,https://en.wikipedia.org/wiki/Manuel_de_Falla_(Madrid_Metro)
5,Marqués de la Valdavia,https://en.wikipedia.org/wiki/Marqu%C3%A9s_de_la_Valdavia_(Madrid_Metro)
6,La Moraleja,https://en.wikipedia.org/wiki/La_Moraleja_(Madrid_Metro)
7,La Granja,https://en.wikipedia.org/wiki/La_Granja_(Madrid_Metro)
8,Ronda de la Comunicación,https://en.wikipedia.org/wiki/Ronda_de_la_Comunicaci%C3%B3n_(Madrid_Metro)
9,Las Tablas,https://en.wikipedia.org/wiki/Las_Tablas_(Madrid_Metro)
10,Montecarmelo,https://en.wikipedia.org/wiki/Montecarmelo_(Madrid_Metro)
11,Tres Olivos,https://en.wikipedia.org/wiki/Tres_Olivos_(Madrid_Metro)
12,Fuencarral,https://en.wikipedia.org/wiki/Fuencarral_(Madrid_Metro)
13,Begoña,https://en.wikipedia.org/wiki/Bego%C3%B1a_(Madrid_Metro)
14,Chamartín,https://en.wikipedia.org/wiki/Madrid_Chamart%C3%ADn_railway_station
15,Plaza de Castilla,https://en.wikipedia.org/wiki/Plaza_de_Castilla_(Madrid_Metro)
16,Cuzco,https://en.wikipedia.org/wiki/Cuzco_(Madrid_Metro)
17,Santiago Bernabéu,https://en.wikipedia.org/wiki/Santiago_Bernab%C3%A9u_(Madrid_Metro)
18,Nuevos Ministerios,https://en.wikipedia.org/wiki/Nuevos_Ministerios_(Madrid_Metro)
19,Gregorio Marañón,https://en.wikipedia.org/wiki/Gregorio_Mara%C3%B1%C3%B3n_(Madrid_Metro)
20,Alonso Martínez,https://en.wikipedia.org/wiki/Alonso_Mart%C3%ADnez_(Madrid_Metro)
21,Tribunal,https://en.wikipedia.org/wiki/Tribunal_(Madrid_Metro)
22,Plaza de España,https://en.wikipedia.org/wiki/Plaza_de_Espa%C3%B1a-Noviciado_(Madrid_Metro)
23,Príncipe Pío,https://en.wikipedia.org/wiki/Pr%C3%ADncipe_P%C3%ADo_(Madrid_Metro)
24,Lago,https://en.wikipedia.org/wiki/Lago_(Madrid_Metro)
25,Batán,https://en.wikipedia.org/wiki/Bat%C3%A1n_(Madrid_Metro)
26,Casa de Campo,https://en.wikipedia.org/wiki/Casa_de_Campo_(Madrid_Metro)
27,Colonia Jardín,https://en.wikipedia.org/wiki/Colonia_Jard%C3%ADn_(Madrid_Metro)
28,Aviación Española,https://en.wikipedia.org/wiki/Aviaci%C3%B3n_Espa%C3%B1ola_(Madrid_Metro)
29,Cuatro Vientos,https://en.wikipedia.org/wiki/Cuatro_Vientos_(Madrid_Metro)
30,Joaquín Vilumbrales,https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Vilumbrales_(Madrid_Metro)
31,Puerta del Sur,https://en.wikipedia.org/wiki/Puerta_del_Sur_(Madrid_Metro)

