1,Alameda de Osuna,https://en.wikipedia.org/wiki/Alameda_de_Osuna_(Madrid_Metro),40.457792,-3.587523
2,El Capricho,https://en.wikipedia.org/wiki/El_Capricho_(Madrid_Metro),40.4534705,-3.5940073
3,Canillejas,https://en.wikipedia.org/wiki/Canillejas_(Madrid_Metro),40.449424,-3.6081585
4,Torre Arias,https://en.wikipedia.org/wiki/Torre_Arias_(Madrid_Metro),40.4437467,-3.6169981
5,Suanzes,https://en.wikipedia.org/wiki/Suanzes_(Madrid_Metro),40.4407959,-3.6268962
6,Ciudad Lineal,https://en.wikipedia.org/wiki/Ciudad_Lineal_(Madrid_Metro),40.4380469,-3.638159
7,Pueblo Nuevo,https://en.wikipedia.org/wiki/Pueblo_Nuevo_(Madrid_Metro),40.4356962,-3.6428288
8,Quintana,https://en.wikipedia.org/wiki/Quintana_(Madrid_Metro),40.4335811,-3.647359
9,El Carmen,https://en.wikipedia.org/wiki/El_Carmen_(Madrid_Metro),40.4318928,-3.6575758
10,Ventas,https://en.wikipedia.org/wiki/Ventas_(Madrid_Metro),40.4308851,-3.6636615
11,Diego de León,https://en.wikipedia.org/wiki/Diego_de_Le%C3%B3n_(Madrid_Metro),40.4346757,-3.6749579
12,Núñez de Balboa,https://en.wikipedia.org/wiki/N%C3%BA%C3%B1ez_de_Balboa_(Madrid_Metro),40.4327842,-3.6825787
13,Rubén Darío,https://en.wikipedia.org/wiki/Rub%C3%A9n_Dar%C3%ADo_(Madrid_Metro),40.4331574,-3.6895385
14,Alonso Martínez,https://en.wikipedia.org/wiki/Alonso_Mart%C3%ADnez_(Madrid_Metro),40.4277226,-3.6959433
15,Chueca,https://en.wikipedia.org/wiki/Chueca_(Madrid_Metro),40.4226162,-3.6976649
16,Gran Vía,https://en.wikipedia.org/wiki/Gran_V%C3%ADa_(Madrid_Metro),40.4200103,-3.7018052
17,Callao,https://en.wikipedia.org/wiki/Callao_(Madrid_Metro),40.4201343,-3.7057717
18,Ópera,https://en.wikipedia.org/wiki/%C3%93pera_(Madrid_Metro),40.4181665,-3.7094163
19,La Latina,https://en.wikipedia.org/wiki/La_Latina_(Madrid_Metro),40.411279,-3.7081611
20,Puerta de Toledo,https://en.wikipedia.org/wiki/Puerta_de_Toledo_(Madrid_Metro),40.4068115,-3.7108159
21,Acacias,https://en.wikipedia.org/wiki/Acacias-Embajadores_(Madrid_Metro),40.4050625,-3.7027244
22,Pirámides,https://en.wikipedia.org/wiki/Pir%C3%A1mides_(Madrid_Metro),40.4026015,-3.7113817
23,Marqués de Vadillo,https://en.wikipedia.org/wiki/Marqu%C3%A9s_de_Vadillo_(Madrid_Metro),40.3973571,-3.7159575
24,Urgel,https://en.wikipedia.org/wiki/Urgel_(Madrid_Metro),40.3929839,-3.7244253
25,Oporto,https://en.wikipedia.org/wiki/Oporto_(Madrid_Metro),40.3884681,-3.7313214
26,Vista Alegre,https://en.wikipedia.org/wiki/Vista_Alegre_(Madrid_Metro),40.3888466,-3.7398204
27,Carabanchel,https://en.wikipedia.org/wiki/Carabanchel_(Madrid_Metro),40.3878228,-3.7448761
28,Eugenia de Montijo,https://en.wikipedia.org/wiki/Eugenia_de_Montijo_(Madrid_Metro),40.3843858,-3.7512112
29,Aluche,https://en.wikipedia.org/wiki/Aluche_(Madrid_Metro),40.3856286,-3.7608513
30,Empalme,https://en.wikipedia.org/wiki/Empalme_(Madrid_Metro),40.3905726,-3.7653479
31,Campamento,https://en.wikipedia.org/wiki/Campamento_(Madrid_Metro),40.3948064,-3.7681294
32,Casa de Campo,https://en.wikipedia.org/wiki/Casa_de_Campo_(Madrid_Metro),40.4032414,-3.7610123
,
