1,Las Rosas,https://en.wikipedia.org/wiki/Las_Rosas_(Madrid_Metro),40.4237466,-3.6033063
2,Avenida de Guadalajara,https://en.wikipedia.org/wiki/Avenida_de_Guadalajara_(Madrid_Metro),40.4223943,-3.6120645
3,Alsacia,https://en.wikipedia.org/wiki/Alsacia_(Madrid_Metro),40.4182882,-3.6235082
4,La Almudena,https://en.wikipedia.org/wiki/La_Almudena_(Madrid_Metro),40.4236175,-3.6391412
5,La Elipa,https://en.wikipedia.org/wiki/La_Elipa_(Madrid_Metro),40.4266173,-3.6505221
6,Ventas,https://en.wikipedia.org/wiki/Ventas_(Madrid_Metro),40.4308851,-3.6636615
7,Manuel Becerra,https://en.wikipedia.org/wiki/Manuel_Becerra_(Madrid_Metro),40.4279069,-3.6692552
8,Goya,https://en.wikipedia.org/wiki/Goya_(Madrid_Metro),40.4250659,-3.6743144
9,Príncipe de Vergara,https://en.wikipedia.org/wiki/Pr%C3%ADncipe_de_Vergara_(Madrid_Metro),40.4229427,-3.6801218
10,Retiro,https://en.wikipedia.org/wiki/Retiro_(Madrid_Metro),40.4203029,-3.6862484
11,Banco de España,https://en.wikipedia.org/wiki/Banco_de_Espa%C3%B1a_(Madrid_Metro),40.4190564,-3.6949689
12,Sevilla,https://en.wikipedia.org/wiki/Sevilla_(Madrid_Metro),40.418054,-3.6992503
13,Sol,https://en.wikipedia.org/wiki/Sol_(Madrid_Metro),40.4167635,-3.7036371
14,Ópera,https://en.wikipedia.org/wiki/%C3%93pera_(Madrid_Metro),40.4181665,-3.7094163
15,Santo Domingo,https://en.wikipedia.org/wiki/Santo_Domingo_(Madrid_Metro),40.4213164,-3.7079598
16,Noviciado,https://en.wikipedia.org/wiki/Plaza_de_Espa%C3%B1a-Noviciado_(Madrid_Metro),40.4248706,-3.7074324
17,San Bernardo,https://en.wikipedia.org/wiki/San_Bernardo_(Madrid_Metro),40.4297496,-3.7057433
18,Quevedo,https://en.wikipedia.org/wiki/Quevedo_(Madrid_Metro),40.4332213,-3.7043352
19,Canal,https://en.wikipedia.org/wiki/Canal_(Madrid_Metro),40.4384107,-3.7043304
20,Cuatro Caminos,https://en.wikipedia.org/wiki/Cuatro_Caminos_(Madrid_Metro),40.4469716,-3.7039697
,
