1,Alameda de Osuna,https://en.wikipedia.org/wiki/Alameda_de_Osuna_(Madrid_Metro)
2,El Capricho,https://en.wikipedia.org/wiki/El_Capricho_(Madrid_Metro)
3,Canillejas,https://en.wikipedia.org/wiki/Canillejas_(Madrid_Metro)
4,Torre Arias,https://en.wikipedia.org/wiki/Torre_Arias_(Madrid_Metro)
5,Suanzes,https://en.wikipedia.org/wiki/Suanzes_(Madrid_Metro)
6,Ciudad Lineal,https://en.wikipedia.org/wiki/Ciudad_Lineal_(Madrid_Metro)
7,Pueblo Nuevo,https://en.wikipedia.org/wiki/Pueblo_Nuevo_(Madrid_Metro)
8,Quintana,https://en.wikipedia.org/wiki/Quintana_(Madrid_Metro)
9,El Carmen,https://en.wikipedia.org/wiki/El_Carmen_(Madrid_Metro)
10,Ventas,https://en.wikipedia.org/wiki/Ventas_(Madrid_Metro)
11,Diego de León,https://en.wikipedia.org/wiki/Diego_de_Le%C3%B3n_(Madrid_Metro)
12,Núñez de Balboa,https://en.wikipedia.org/wiki/N%C3%BA%C3%B1ez_de_Balboa_(Madrid_Metro)
13,Rubén Darío,https://en.wikipedia.org/wiki/Rub%C3%A9n_Dar%C3%ADo_(Madrid_Metro)
14,Alonso Martínez,https://en.wikipedia.org/wiki/Alonso_Mart%C3%ADnez_(Madrid_Metro)
15,Chueca,https://en.wikipedia.org/wiki/Chueca_(Madrid_Metro)
16,Gran Vía,https://en.wikipedia.org/wiki/Gran_V%C3%ADa_(Madrid_Metro)
17,Callao,https://en.wikipedia.org/wiki/Callao_(Madrid_Metro)
18,Ópera,https://en.wikipedia.org/wiki/%C3%93pera_(Madrid_Metro)
19,La Latina,https://en.wikipedia.org/wiki/La_Latina_(Madrid_Metro)
20,Puerta de Toledo,https://en.wikipedia.org/wiki/Puerta_de_Toledo_(Madrid_Metro)
21,Acacias,https://en.wikipedia.org/wiki/Acacias-Embajadores_(Madrid_Metro)
22,Pirámides,https://en.wikipedia.org/wiki/Pir%C3%A1mides_(Madrid_Metro)
23,Marqués de Vadillo,https://en.wikipedia.org/wiki/Marqu%C3%A9s_de_Vadillo_(Madrid_Metro)
24,Urgel,https://en.wikipedia.org/wiki/Urgel_(Madrid_Metro)
25,Oporto,https://en.wikipedia.org/wiki/Oporto_(Madrid_Metro)
26,Vista Alegre,https://en.wikipedia.org/wiki/Vista_Alegre_(Madrid_Metro)
27,Carabanchel,https://en.wikipedia.org/wiki/Carabanchel_(Madrid_Metro)
28,Eugenia de Montijo,https://en.wikipedia.org/wiki/Eugenia_de_Montijo_(Madrid_Metro)
29,Aluche,https://en.wikipedia.org/wiki/Aluche_(Madrid_Metro)
30,Empalme,https://en.wikipedia.org/wiki/Empalme_(Madrid_Metro)
31,Campamento,https://en.wikipedia.org/wiki/Campamento_(Madrid_Metro)
32,Casa de Campo,https://en.wikipedia.org/wiki/Casa_de_Campo_(Madrid_Metro)

