# Reading [out/madrid_08_incident.zo] to see platform [PDC_Pf_L1_0] occupancy.
# Reading [out/madrid_08_incident.zo] to see occupancy of zbox [PDC_Pf_L1_0].
18934,5:15:34,PDC_Pf_L1_0,1
18947,5:15:47,PDC_Pf_L1_0,2
18952,5:15:52,PDC_Pf_L1_0,3
18958,5:15:58,PDC_Pf_L1_0,5
18969,5:16:09,PDC_Pf_L1_0,6
18971,5:16:11,PDC_Pf_L1_0,7
18972,5:16:12,PDC_Pf_L1_0,9
18973,5:16:13,PDC_Pf_L1_0,11
18974,5:16:14,PDC_Pf_L1_0,12
18978,5:16:18,PDC_Pf_L1_0,14
18979,5:16:19,PDC_Pf_L1_0,15
18989,5:16:29,PDC_Pf_L1_0,16
18991,5:16:31,PDC_Pf_L1_0,17
18994,5:16:34,PDC_Pf_L1_0,18
18999,5:16:39,PDC_Pf_L1_0,19
19003,5:16:43,PDC_Pf_L1_0,20
19012,5:16:52,PDC_Pf_L1_0,21
19016,5:16:56,PDC_Pf_L1_0,22
19144,5:19:04,PDC_Pf_L1_0,1
19152,5:19:12,PDC_Pf_L1_0,2
19155,5:19:15,PDC_Pf_L1_0,3
19199,5:19:59,PDC_Pf_L1_0,4
19200,5:20:00,PDC_Pf_L1_0,5
19210,5:20:10,PDC_Pf_L1_0,6
19223,5:20:23,PDC_Pf_L1_0,7
19227,5:20:27,PDC_Pf_L1_0,8
19297,5:21:37,PDC_Pf_L1_0,1
19307,5:21:47,PDC_Pf_L1_0,2
19308,5:21:48,PDC_Pf_L1_0,3
19311,5:21:51,PDC_Pf_L1_0,4
19316,5:21:56,PDC_Pf_L1_0,5
19320,5:22:00,PDC_Pf_L1_0,7
19326,5:22:06,PDC_Pf_L1_0,9
19327,5:22:07,PDC_Pf_L1_0,10
19346,5:22:26,PDC_Pf_L1_0,11
19347,5:22:27,PDC_Pf_L1_0,13
19358,5:22:38,PDC_Pf_L1_0,14
19363,5:22:43,PDC_Pf_L1_0,15
19366,5:22:46,PDC_Pf_L1_0,16
19371,5:22:51,PDC_Pf_L1_0,17
19468,5:24:28,PDC_Pf_L1_0,1
19480,5:24:40,PDC_Pf_L1_0,2
19481,5:24:41,PDC_Pf_L1_0,4
19484,5:24:44,PDC_Pf_L1_0,5
19485,5:24:45,PDC_Pf_L1_0,8
19486,5:24:46,PDC_Pf_L1_0,10
19488,5:24:48,PDC_Pf_L1_0,12
19489,5:24:49,PDC_Pf_L1_0,15
19490,5:24:50,PDC_Pf_L1_0,16
19491,5:24:51,PDC_Pf_L1_0,17
19494,5:24:54,PDC_Pf_L1_0,18
19495,5:24:55,PDC_Pf_L1_0,20
19496,5:24:56,PDC_Pf_L1_0,22
19497,5:24:57,PDC_Pf_L1_0,23
19498,5:24:58,PDC_Pf_L1_0,24
19499,5:24:59,PDC_Pf_L1_0,25
19500,5:25:00,PDC_Pf_L1_0,26
19503,5:25:03,PDC_Pf_L1_0,28
19504,5:25:04,PDC_Pf_L1_0,31
19506,5:25:06,PDC_Pf_L1_0,33
19508,5:25:08,PDC_Pf_L1_0,35
19509,5:25:09,PDC_Pf_L1_0,36
19510,5:25:10,PDC_Pf_L1_0,38
19511,5:25:11,PDC_Pf_L1_0,39
19512,5:25:12,PDC_Pf_L1_0,42
19513,5:25:13,PDC_Pf_L1_0,44
19514,5:25:14,PDC_Pf_L1_0,49
19515,5:25:15,PDC_Pf_L1_0,51
19516,5:25:16,PDC_Pf_L1_0,55
19517,5:25:17,PDC_Pf_L1_0,57
19519,5:25:19,PDC_Pf_L1_0,59
19520,5:25:20,PDC_Pf_L1_0,60
19521,5:25:21,PDC_Pf_L1_0,62
19522,5:25:22,PDC_Pf_L1_0,65
19523,5:25:23,PDC_Pf_L1_0,68
19524,5:25:24,PDC_Pf_L1_0,69
19525,5:25:25,PDC_Pf_L1_0,71
19528,5:25:28,PDC_Pf_L1_0,72
19529,5:25:29,PDC_Pf_L1_0,74
19530,5:25:30,PDC_Pf_L1_0,75
19532,5:25:32,PDC_Pf_L1_0,76
19533,5:25:33,PDC_Pf_L1_0,79
19535,5:25:35,PDC_Pf_L1_0,80
19536,5:25:36,PDC_Pf_L1_0,83
19537,5:25:37,PDC_Pf_L1_0,84
19540,5:25:40,PDC_Pf_L1_0,86
19541,5:25:41,PDC_Pf_L1_0,87
19544,5:25:44,PDC_Pf_L1_0,89
19549,5:25:49,PDC_Pf_L1_0,90
19559,5:25:59,PDC_Pf_L1_0,91
19600,5:26:40,PDC_Pf_L1_0,92
19674,5:27:54,PDC_Pf_L1_0,1
19675,5:27:55,PDC_Pf_L1_0,2
19677,5:27:57,PDC_Pf_L1_0,3
19678,5:27:58,PDC_Pf_L1_0,4
19679,5:27:59,PDC_Pf_L1_0,5
19680,5:28:00,PDC_Pf_L1_0,6
19681,5:28:01,PDC_Pf_L1_0,7
19683,5:28:03,PDC_Pf_L1_0,10
19684,5:28:04,PDC_Pf_L1_0,11
19685,5:28:05,PDC_Pf_L1_0,12
19686,5:28:06,PDC_Pf_L1_0,13
19687,5:28:07,PDC_Pf_L1_0,14
19689,5:28:09,PDC_Pf_L1_0,15
19690,5:28:10,PDC_Pf_L1_0,18
19691,5:28:11,PDC_Pf_L1_0,19
19692,5:28:12,PDC_Pf_L1_0,20
19694,5:28:14,PDC_Pf_L1_0,21
19695,5:28:15,PDC_Pf_L1_0,22
19696,5:28:16,PDC_Pf_L1_0,24
19697,5:28:17,PDC_Pf_L1_0,25
19700,5:28:20,PDC_Pf_L1_0,26
