# Reading [out/madrid_08.zo] to see platform [DEL_Pf_L10_1] occupancy.
# Reading [out/madrid_08.zo] to see occupancy of zbox [DEL_Pf_L10_1].
18251,5:04:11,DEL_Pf_L10_1,1
18260,5:04:20,DEL_Pf_L10_1,2
18262,5:04:22,DEL_Pf_L10_1,4
18263,5:04:23,DEL_Pf_L10_1,5
18264,5:04:24,DEL_Pf_L10_1,6
18265,5:04:25,DEL_Pf_L10_1,7
18268,5:04:28,DEL_Pf_L10_1,8
18269,5:04:29,DEL_Pf_L10_1,12
18270,5:04:30,DEL_Pf_L10_1,14
18271,5:04:31,DEL_Pf_L10_1,16
18272,5:04:32,DEL_Pf_L10_1,17
18273,5:04:33,DEL_Pf_L10_1,18
18274,5:04:34,DEL_Pf_L10_1,21
18275,5:04:35,DEL_Pf_L10_1,23
18276,5:04:36,DEL_Pf_L10_1,25
18277,5:04:37,DEL_Pf_L10_1,26
18278,5:04:38,DEL_Pf_L10_1,27
18279,5:04:39,DEL_Pf_L10_1,30
18280,5:04:40,DEL_Pf_L10_1,31
18281,5:04:41,DEL_Pf_L10_1,32
18282,5:04:42,DEL_Pf_L10_1,34
18283,5:04:43,DEL_Pf_L10_1,35
18284,5:04:44,DEL_Pf_L10_1,37
18285,5:04:45,DEL_Pf_L10_1,38
18286,5:04:46,DEL_Pf_L10_1,41
18287,5:04:47,DEL_Pf_L10_1,42
18288,5:04:48,DEL_Pf_L10_1,44
18289,5:04:49,DEL_Pf_L10_1,46
18290,5:04:50,DEL_Pf_L10_1,48
18292,5:04:52,DEL_Pf_L10_1,49
18294,5:04:54,DEL_Pf_L10_1,50
18295,5:04:55,DEL_Pf_L10_1,52
18303,5:05:03,DEL_Pf_L10_1,53
18306,5:05:06,DEL_Pf_L10_1,54
18308,5:05:08,DEL_Pf_L10_1,55
18311,5:05:11,DEL_Pf_L10_1,58
18314,5:05:14,DEL_Pf_L10_1,59
18317,5:05:17,DEL_Pf_L10_1,60
18318,5:05:18,DEL_Pf_L10_1,61
18374,5:06:14,DEL_Pf_L10_1,1
18375,5:06:15,DEL_Pf_L10_1,1
18377,5:06:17,DEL_Pf_L10_1,1
18380,5:06:20,DEL_Pf_L10_1,1
18381,5:06:21,DEL_Pf_L10_1,1
18382,5:06:22,DEL_Pf_L10_1,1
18383,5:06:23,DEL_Pf_L10_1,1
