1,Pinar de Chamartín,https://en.wikipedia.org/wiki/Pinar_de_Chamart%C3%ADn_(Madrid_Metro)
2,Bambú,https://en.wikipedia.org/wiki/Bamb%C3%BA_(Madrid_Metro)
3,Chamartín,https://en.wikipedia.org/wiki/Madrid_Chamart%C3%ADn_railway_station
4,Plaza de Castilla,https://en.wikipedia.org/wiki/Plaza_de_Castilla_(Madrid_Metro)
5,Valdeacederas,https://en.wikipedia.org/wiki/Valdeacederas_(Madrid_Metro)
6,Tetuán,https://en.wikipedia.org/wiki/Tetu%C3%A1n_(Madrid_Metro)
7,Estrecho,https://en.wikipedia.org/wiki/Estrecho_(Madrid_Metro)
8,Alvarado,https://en.wikipedia.org/wiki/Alvarado_(Madrid_Metro)
9,Cuatro Caminos,https://en.wikipedia.org/wiki/Cuatro_Caminos_(Madrid_Metro)
10,Ríos Rosas,https://en.wikipedia.org/wiki/R%C3%ADos_Rosas_(Madrid_Metro)
11,Iglesia,https://en.wikipedia.org/wiki/Iglesia_(Madrid_Metro)
12,Bilbao,https://en.wikipedia.org/wiki/Bilbao_(Madrid_Metro)
13,Tribunal,https://en.wikipedia.org/wiki/Tribunal_(Madrid_Metro)
14,Gran Vía,https://en.wikipedia.org/wiki/Gran_V%C3%ADa_(Madrid_Metro)
15,Sol,https://en.wikipedia.org/wiki/Sol_(Madrid_Metro)
16,Tirso de Molina,https://en.wikipedia.org/wiki/Tirso_de_Molina_(Madrid_Metro)
17,Antón Martín,https://en.wikipedia.org/wiki/Ant%C3%B3n_Mart%C3%ADn_(Madrid_Metro)
18,Atocha,https://en.wikipedia.org/wiki/Atocha_(Madrid_Metro)
19,Atocha Renfe,https://en.wikipedia.org/wiki/Madrid_Atocha_railway_station
20,Menéndez Pelayo,https://en.wikipedia.org/wiki/Men%C3%A9ndez_Pelayo_(Madrid_Metro)
21,Pacífico,https://en.wikipedia.org/wiki/Pac%C3%ADfico_(Madrid_Metro)
22,Puente de Vallecas,https://en.wikipedia.org/wiki/Puente_de_Vallecas_(Madrid_Metro)
23,Nueva Numancia,https://en.wikipedia.org/wiki/Nueva_Numancia_(Madrid_Metro)
24,Portazgo,https://en.wikipedia.org/wiki/Portazgo_(Madrid_Metro)
25,Buenos Aires,https://en.wikipedia.org/wiki/Buenos_Aires_(Madrid_Metro)
26,Alto del Arenal,https://en.wikipedia.org/wiki/Alto_del_Arenal_(Madrid_Metro)
27,Miguel Hernández,https://en.wikipedia.org/wiki/Miguel_Hern%C3%A1ndez_(Madrid_Metro)
28,Sierra de Guadalupe,https://en.wikipedia.org/wiki/Sierra_de_Guadalupe_(Madrid_Metro)
29,Villa de Vallecas,https://en.wikipedia.org/wiki/Villa_de_Vallecas_(Madrid_Metro)
30,Congosto,https://en.wikipedia.org/wiki/Congosto_(Madrid_Metro)
31,La Gavia,https://en.wikipedia.org/wiki/La_Gavia_(Madrid_Metro)
32,Las Suertes,https://en.wikipedia.org/wiki/Las_Suertes_(Madrid_Metro)
33,Valdecarros,https://en.wikipedia.org/wiki/Valdecarros_(Madrid_Metro)

