1,Hospital Infanta Sofía,https://en.wikipedia.org/wiki/Hospital_Infanta_Sof%C3%ADa_(Madrid_Metro),40.5597668,-3.6114579
2,Reyes Católicos,https://en.wikipedia.org/wiki/Reyes_Cat%C3%B3licos_(Madrid_Metro),40.5503789,-3.6233956
3,Baunatal,https://en.wikipedia.org/wiki/Baunatal_(Madrid_Metro),40.554395,-3.6350471
4,Manuel de Falla,https://en.wikipedia.org/wiki/Manuel_de_Falla_(Madrid_Metro),40.5504843,-3.6468756
5,Marqués de la Valdavia,https://en.wikipedia.org/wiki/Marqu%C3%A9s_de_la_Valdavia_(Madrid_Metro),40.5410236,-3.6373849
6,La Moraleja,https://en.wikipedia.org/wiki/La_Moraleja_(Madrid_Metro),40.5319526,-3.6355634
7,La Granja,https://en.wikipedia.org/wiki/La_Granja_(Madrid_Metro),40.5275987,-3.6585919
8,Ronda de la Comunicación,https://en.wikipedia.org/wiki/Ronda_de_la_Comunicaci%C3%B3n_(Madrid_Metro),40.5155389,-3.6627708
9,Las Tablas,https://en.wikipedia.org/wiki/Las_Tablas_(Madrid_Metro),40.5083299,-3.669439
10,Montecarmelo,https://en.wikipedia.org/wiki/Montecarmelo_(Madrid_Metro),40.5052554,-3.6957517
11,Tres Olivos,https://en.wikipedia.org/wiki/Tres_Olivos_(Madrid_Metro),40.5012042,-3.6952016
12,Fuencarral,https://en.wikipedia.org/wiki/Fuencarral_(Madrid_Metro),40.4946447,-3.6926354
13,Begoña,https://en.wikipedia.org/wiki/Bego%C3%B1a_(Madrid_Metro),40.4804137,-3.6858447
14,Chamartín,https://en.wikipedia.org/wiki/Madrid_Chamart%C3%ADn_railway_station,40.472101,-3.6826857
15,Plaza de Castilla,https://en.wikipedia.org/wiki/Plaza_de_Castilla_(Madrid_Metro),40.4668983,-3.6891989
16,Cuzco,https://en.wikipedia.org/wiki/Cuzco_(Madrid_Metro),40.4584259,-3.6898554
17,Santiago Bernabéu,https://en.wikipedia.org/wiki/Santiago_Bernab%C3%A9u_(Madrid_Metro),40.4521419,-3.6903855
18,Nuevos Ministerios,https://en.wikipedia.org/wiki/Nuevos_Ministerios_(Madrid_Metro),40.4466221,-3.6924595
19,Gregorio Marañón,https://en.wikipedia.org/wiki/Gregorio_Mara%C3%B1%C3%B3n_(Madrid_Metro),40.4382539,-3.6914888
20,Alonso Martínez,https://en.wikipedia.org/wiki/Alonso_Mart%C3%ADnez_(Madrid_Metro),40.4277226,-3.6959433
21,Tribunal,https://en.wikipedia.org/wiki/Tribunal_(Madrid_Metro),40.426187,-3.7011027
22,Plaza de España,https://en.wikipedia.org/wiki/Plaza_de_Espa%C3%B1a-Noviciado_(Madrid_Metro),40.4248706,-3.7074324
23,Príncipe Pío,https://en.wikipedia.org/wiki/Pr%C3%ADncipe_P%C3%ADo_(Madrid_Metro),40.4210681,-3.7203687
24,Lago,https://en.wikipedia.org/wiki/Lago_(Madrid_Metro),40.4164141,-3.7356311
25,Batán,https://en.wikipedia.org/wiki/Bat%C3%A1n_(Madrid_Metro),40.4078602,-3.7531099
26,Casa de Campo,https://en.wikipedia.org/wiki/Casa_de_Campo_(Madrid_Metro),40.4032414,-3.7610123
27,Colonia Jardín,https://en.wikipedia.org/wiki/Colonia_Jard%C3%ADn_(Madrid_Metro),40.3969795,-3.7746114
28,Aviación Española,https://en.wikipedia.org/wiki/Aviaci%C3%B3n_Espa%C3%B1ola_(Madrid_Metro),40.3836374,-3.7839189
29,Cuatro Vientos,https://en.wikipedia.org/wiki/Cuatro_Vientos_(Madrid_Metro),40.3777027,-3.791519
30,Joaquín Vilumbrales,https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Vilumbrales_(Madrid_Metro),40.3498463,-3.8071962
31,Puerta del Sur,https://en.wikipedia.org/wiki/Puerta_del_Sur_(Madrid_Metro),40.3452443,-3.8121102
,
